phoneme,stress,word,time,duration,nextSeg,F1,F2,F3,F4,speaker,lesson
s,0,senpâtic,17.82711289,0.1477460587,e,1591.263852,2356.938268,3326.089901,4005.586411,LL,5
e,0,senpâtic,17.92315828,0.04434471053,n,477.3041909,1581.41807,2372.10073,3760.000075,LL,5
n,0,senpâtic,17.98744516,0.08422906152,p,263.3051141,1208.518783,2182.223946,2856.170705,LL,5
p,0,senpâtic,18.07995905,0.100798713,aː,371.5902275,1636.575437,3035.729513,3940.879767,LL,5
aː,1,senpâtic,18.23123661,0.2017563993,t,774.5179617,1302.498877,2451.163986,3676.561432,LL,5
t,0,senpâtic,18.38389497,0.1035603215,i,588.5540768,1285.69875,2304.995609,4000.400414,LL,5
i,0,senpâtic,18.457768,0.04418573719,k,374.5771305,1960.333025,2377.468468,3445.47174,LL,5
k,0,senpâtic,18.61654374,0.27336575,NA,1044.187865,1746.100245,2430.7878,3723.534985,LL,5
e,0,e,18.85498765,0.05799378006,l,481.589195,1776.158421,2463.500854,3403.286847,LL,5
l,0,l,18.90745821,0.04694734576,a,406.1503538,1345.895144,2600.021279,3485.935738,LL,5
a,1,à,18.95854797,0.05523217149,s,580.856168,1287.314921,2401.463253,3841.919893,LL,5
s,0,sänper,19.036383,0.1004378897,æ,1438.802193,2070.918149,2863.591142,3709.631946,LL,5
æ,1,sänper,19.15754549,0.1418870863,n,742.3803236,1494.79402,2249.936226,3820.689042,LL,5
n,0,sänper,19.25139462,0.0458111778,p,369.038419,1223.204097,1687.997596,3024.696131,LL,5
p,0,sänper,19.31434353,0.08008664866,e,502.7490982,1486.657732,2251.135731,3917.796178,LL,5
e,0,sänper,19.38821656,0.06765941007,r,482.9002774,1461.097625,2333.19034,3429.739322,LL,5
r,0,sänper,19.44068713,0.03728171575,v,400.0330934,1299.408393,2305.703205,2756.286519,LL,5
v,0,vójja,19.50144251,0.08422906152,o,482.4311795,1481.211713,2577.854798,3670.023614,LL,5
o,1,vójja,19.60045873,0.1138033682,j,481.840926,964.3305876,2536.574533,3164.497773,LL,5
j,0,vójja,19.70478892,0.09485701142,e,287.2361062,2091.774253,2317.737933,3478.3155,LL,5
e,0,ed,19.7770719,0.04970895434,d,431.6905042,1855.09835,2526.894204,3562.708244,LL,5
d,0,ed,19.81297281,0.02209286859,s,405.6601271,1646.856648,2505.361136,3736.381672,LL,5
s,0,scarzèr,19.89196737,0.1358962368,k,1232.658819,1870.280386,3198.702058,3547.371931,LL,5
k,0,scarzèr,19.99374519,0.06765941007,a,1187.512741,1711.920716,2062.864509,3335.474003,LL,5
a,0,scarzèr,20.0600238,0.0648978015,r,615.2775246,1409.104877,2009.54467,3543.213272,LL,5
r,0,scarzèr,20.12944895,0.07395251603,θ,452.6946469,1204.810961,2035.640876,3604.750114,LL,5
θ,0,scarzèr,20.22925181,0.1256531901,ɛː,1349.266983,2391.048304,3575.946219,NA,LL,5
ɛː,1,scarzèr,20.41879019,0.2534235745,r,576.8621552,1761.844764,2284.245412,3480.487798,LL,5
r,0,scarzèr,20.56661573,0.04222751629,NA,552.5641035,1395.787013,2486.605415,3921.927883,LL,5
a,0,al,21.41389371,0.07456343151,l,689.7477474,1266.964636,2590.470568,3533.928875,LL,5
l,0,al,21.47810111,0.0538513672,d,320.9439784,1221.589193,2678.024428,3653.103456,LL,5
d,0,dmanda,21.54161811,0.07318262722,m,258.3944035,1290.184061,2604.944723,3654.20903,LL,5
m,0,dmanda,21.62101436,0.0856098658,a,262.8189448,1111.441459,2435.015647,3088.66612,LL,5
a,1,dmanda,21.73838272,0.149126863,n,804.5978649,1528.889277,2458.885979,3546.611803,LL,5
n,0,dmanda,21.85713189,0.08837147438,d,459.6239805,757.1811973,2138.839011,2623.047043,LL,5
d,0,dmanda,21.93445693,0.06627860578,a,235.4422119,1196.960118,2656.235763,3764.666758,LL,5
a,0,dmanda,22.02489961,0.1146067558,NA,548.070464,1457.878344,2490.791418,3645.437046,LL,5
a,0,andrícco,22.59791238,0.06904021436,n,676.2089643,1296.523016,2418.92041,4201.390307,LL,5
n,0,andrícco,22.65728696,0.04970895434,d,251.7368504,1180.387563,2412.241868,3072.907479,LL,5
d,0,andrícco,22.71597115,0.06765941007,r,224.9767498,1218.609618,2469.424398,3606.033671,LL,5
r,0,andrícco,22.7663705,0.03313930289,i,450.1831285,1385.120858,2335.000733,3381.762225,LL,5
i,1,andrícco,22.83817233,0.110464343,kː,362.5557775,1860.146805,2483.897784,3377.167089,LL,5
kː,0,andrícco,22.96865833,0.1505076673,o,303.5039698,1981.406043,2356.970641,3493.877815,LL,5
o,0,andrícco,23.12940904,0.1709937605,NA,504.1939124,1022.442649,2448.251924,3486.167624,LL,5
ɛː,1,èt,23.74346096,0.1021795172,t,548.6502668,1771.715324,2461.333015,3480.861896,LL,5
t,0,èt,23.84149806,0.09389469153,a,495.2524697,1759.440635,2667.031513,3629.873594,LL,5
a,0,al,23.91606149,0.05523217149,l,573.0346179,1267.956224,2483.391095,3468.832542,LL,5
l,0,al,23.96922246,0.05108975862,m,411.1504166,1176.528745,2516.017759,3647.703898,LL,5
m,0,mèl,24.05276112,0.1159875601,ɛː,260.2411886,1186.21924,2359.887947,2740.140184,LL,5
ɛː,1,mèl,24.16598707,0.110464343,l,634.1212323,1599.798134,2484.992416,3458.142698,LL,5
l,0,mèl,24.24034128,0.03824407677,d,288.3441812,1519.360878,2536.482723,3613.311806,LL,5
d,0,dscurdån,24.27120015,0.02347367288,s,198.9282591,1572.223401,2810.212674,3400.317399,LL,5
s,0,dscurdån,24.3167667,0.06765941007,k,1359.285663,2167.18309,3041.45436,3256.229509,LL,5
k,0,dscurdån,24.39961495,0.09803710439,u,1021.949701,1603.438131,2740.438202,3537.12572,LL,5
u,0,dscurdån,24.48087318,0.06447935823,r,366.8393483,671.0115023,2561.424511,3329.415842,LL,5
r,0,dscurdån,24.56853751,0.1108492874,d,713.842807,1097.43376,2931.741725,3414.027916,LL,5
d,0,dscurdån,24.66676708,0.0856098658,ɑ,255.8797678,1180.197594,2559.521849,3822.593982,LL,5
ɑ,1,dscurdån,24.79704387,0.1749437012,n,641.454677,1631.855986,2532.14553,3536.08998,LL,5
n,0,dscurdån,24.93422467,0.09941790868,NA,357.5493781,941.3345676,2037.085686,2748.213285,LL,5
a,0,a,26.07717057,0.07180182293,s,653.0436643,1401.882025,1794.644335,3652.469935,LL,5
s,0,spiêg,26.1814213,0.1366996244,p,1554.70834,2450.166577,3100.255002,3529.796765,LL,5
p,0,spiêg,26.30983609,0.120129973,i,1402.185489,2586.781657,3697.772289,NA,LL,5
i,0,spiêg,26.40276759,0.06573302425,eː,259.4527008,2436.540848,3045.893711,3878.499599,LL,5
eː,1,spiêg,26.55397871,0.2366892012,g,375.7428396,2303.165671,2806.981709,3944.958513,LL,5
g,0,spiêg,26.7623345,0.1800223885,NA,219.0407425,2106.729002,2514.945746,3753.166178,LL,5
k,0,ch'a,27.1422811,0.05799378006,a,1050.898082,1862.532449,2348.870629,3430.6496,LL,5
a,0,ch'a,27.19809066,0.05362535501,n,556.6586095,1581.59139,2231.685583,3709.455086,LL,5
n,0,n,27.25251943,0.05523217149,ɔː,317.4710615,1076.752704,2313.043766,2774.680937,LL,5
ɔː,1,ò,27.31189401,0.06351699721,b,470.8251694,1135.143796,2601.490871,3490.758057,LL,5
b,0,brîSa,27.38162463,0.07594423579,r,233.2194806,874.6891343,2334.101014,3725.951477,LL,5
r,0,brîSa,27.44280819,0.04642289252,iː,431.7193057,1313.746677,1983.481932,3493.814952,LL,5
iː,1,brîSa,27.55258038,0.1731214765,z,322.8967889,1627.324063,2495.511071,3509.157242,LL,5
z,0,brîSa,27.70066815,0.1230540675,a,1714.862382,2387.952383,3546.924537,4429.796677,LL,5
a,0,brîSa,27.81652773,0.1086650954,l,634.9214288,1413.348117,2525.551919,3819.707185,LL,5
l,0,al,27.89799518,0.05426981047,m,417.2561754,1234.229653,2601.109129,3489.17537,LL,5
m,0,mèl,27.99050907,0.130757964,ɛː,241.5774569,1161.439721,2389.641053,2536.778268,LL,5
ɛː,1,mèl,28.12284031,0.133904517,l,600.4930227,1734.698058,2438.974103,3583.426526,LL,5
l,0,mèl,28.2332879,0.08699067009,d,298.1569325,1570.74295,2670.902672,3741.293277,LL,5
d,0,dscurdån,28.30370892,0.0538513672,s,377.440704,1905.30219,3097.657615,3608.51506,LL,5
s,0,dscurdån,28.3596315,0.05799378006,k,1338.009971,1963.017602,3218.190983,3949.418527,LL,5
k,0,dscurdån,28.43872229,0.1001877975,u,1068.847085,1653.680825,2979.751109,3840.690321,LL,5
u,0,dscurdån,28.51741138,0.05719039238,r,395.0312853,787.7681006,2597.358507,3231.652951,LL,5
r,0,dscurdån,28.60054835,0.1090835387,d,528.9531757,1107.308733,2770.187572,3577.876146,LL,5
d,0,dscurdån,28.69927585,0.08837147438,ɑ,248.2463335,1203.147235,2937.329319,3393.119122,LL,5
ɑ,1,dscurdån,28.81051008,0.1340969892,n,682.5836342,1587.059674,2495.757381,3638.402779,LL,5
n,0,dscurdån,28.92726753,0.09941790868,NA,403.5150648,834.1655437,2047.524022,2785.493406,LL,5
e,0,e,29.40929362,0.06904021436,k,454.8115116,2039.170246,2612.091776,3790.297413,LL,5
k,0,ch'a,29.48385705,0.08008664866,a,363.2702441,2222.143898,2293.304158,3735.796638,LL,5
a,0,ch'a,29.55575511,0.06370946941,n,560.0113752,1417.595558,2083.05078,3895.875224,LL,5
n,0,n,29.60615447,0.03708924355,s,566.8118643,1256.50468,2286.743263,3931.488656,LL,5
s,0,sò,29.66957523,0.08975227867,ɔː,1210.928143,2452.234685,3308.00007,3677.761289,LL,5
ɔː,1,sò,29.73930585,0.04970895434,b,429.7740363,1166.076655,2098.319663,3391.475,LL,5
b,0,brîSa,29.79758834,0.06685602239,r,278.3495568,964.4193696,2344.345208,3520.827945,LL,5
r,0,brîSa,29.85569144,0.04935018857,iː,481.1347157,1251.407215,2350.397321,3754.415028,LL,5
iː,1,brîSa,29.92673064,0.09272821399,z,425.5553188,2019.303202,2487.653197,3816.401533,LL,5
z,0,brîSa,30.00609705,0.06600460153,a,924.6212582,2219.796062,3209.999222,4140.49235,LL,5
a,0,brîSa,30.06119222,0.04418573719,k,435.4444866,1353.661521,2046.708211,3220.858338,LL,5
k,0,cus'ai,30.12785577,0.08914136319,u,429.8743683,1331.547678,2408.963197,3612.981442,LL,5
u,0,cus'ai,30.19728093,0.04970895434,s,394.7515034,919.4373393,2101.31202,3285.62272,LL,5
s,0,cus'ai,30.26217873,0.08008664866,ai,1269.851895,1864.276425,2779.398412,3484.988982,LL,5
ai,0,cus'ai,30.37755537,0.1506666406,ɔː,402.498554,1899.628917,2482.149333,3929.598295,LL,5
ɔː,1,ò,30.51088247,0.1159875601,NA,603.70107,1096.252129,2355.868165,3502.260598,LL,5
a,0,andrícco,31.19368585,0.07774348335,n,651.8849827,1299.537233,2413.143515,3241.571854,LL,5
n,0,andrícco,31.2663873,0.06765941007,d,255.6723268,1164.180257,2472.421846,2675.24616,LL,5
d,0,andrícco,31.32783309,0.05523217149,r,1370.316003,2613.405896,3608.808624,3916.237754,LL,5
r,0,andrícco,31.37823245,0.04556654148,i,424.0580552,1430.768238,2397.179862,3668.443653,LL,5
i,1,andrícco,31.45141507,0.100798713,kː,339.4418139,1951.042701,2509.847082,3272.246322,LL,5
kː,0,andrícco,31.57971689,0.1558049134,o,336.7890801,2074.012452,2433.363921,3675.814955,LL,5
o,0,andrícco,31.73839639,0.1615541016,NA,479.8692067,1098.204977,2439.406262,3481.671607,LL,5
a,0,al,32.27978993,0.03503726299,l,687.4935144,1318.712574,2426.703452,3607.464611,LL,5
l,0,al,32.34236104,0.09010495252,v,389.7194914,1199.691834,2507.653118,3695.238903,LL,5
v,0,và,32.40543451,0.03604198101,a,224.863879,1144.663,2479.967784,3553.935086,LL,5
a,1,và,32.45529258,0.06367416645,e,635.379735,1342.977441,2479.340988,3598.381054,LL,5
e,0,ed,32.50635205,0.03844477974,d,545.8471292,1608.082369,2464.943576,3705.906269,LL,5
d,0,ed,32.57516672,0.09918455709,l,298.5140919,1514.135693,2043.714574,3689.627935,LL,5
l,0,lóng,32.66078636,0.0720547284,o,350.3250036,1302.049295,2544.455756,3598.830428,LL,5
o,1,lóng,32.7436683,0.09370915062,n,497.7389218,1060.044448,2590.868738,3326.115095,LL,5
n,0,lóng,32.82716556,0.07328536138,g,394.1009987,720.8577961,2215.260802,2791.69799,LL,5
g,0,lóng,32.88723553,0.04685457531,NA,306.0315043,1217.678092,2244.05571,3666.628175,LL,5
iː,1,ît,33.42487239,0.09250775125,t,305.0668086,2001.547728,2303.186943,3435.603591,LL,5
t,0,ît,33.50236265,0.06247276708,s,283.4570523,2088.138888,2780.059458,3507.902763,LL,5
s,0,stóff,33.57865151,0.09010495252,t,1475.54875,2691.989458,3300.074898,3870.475883,LL,5
t,0,stóff,33.66515226,0.08289655632,o,1450.967863,2414.162128,3115.44111,3477.952142,LL,5
o,1,stóff,33.73902368,0.06484629107,fː,454.407692,1059.606294,2546.072347,3242.927966,LL,5
fː,0,stóff,33.8201035,0.09731334872,e,666.9069974,2058.137596,2800.869021,3653.583774,LL,5
e,0,ed,33.89225656,0.04699275282,d,417.1625449,1555.177841,2327.267245,3496.216277,LL,5
d,0,ed,33.92956902,0.02763218544,t,251.9518459,1513.889279,2365.937738,3525.621292,LL,5
t,0,tirèr,34.01049603,0.1342218246,i,344.3568036,1620.184541,2952.488031,3868.193275,LL,5
i,0,tirèr,34.11785382,0.08049375758,r,384.8726361,1824.327341,2361.392605,3701.098043,LL,5
r,0,tirèr,34.17011469,0.02402798734,ɛː,422.6617038,1359.354534,2357.59186,3652.005742,LL,5
ɛː,1,tirèr,34.25376478,0.1432721955,r,589.7117385,1619.095977,2328.363435,3566.074012,LL,5
r,0,tirèr,34.34282117,0.03484058164,a,422.507845,1315.562267,2341.112048,3677.275754,LL,5
a,0,al,34.39628344,0.07208396201,l,534.699701,1316.533172,2417.511051,3686.112541,LL,5
l,0,al,34.46836741,0.07208396201,f,385.4988588,1251.488967,2033.163533,3566.753961,LL,5
f,0,fiè,34.5830027,0.1571866312,j,635.5833354,1690.955451,2486.328538,3582.199232,LL,5
j,1,fiè,34.73261443,0.1420368156,ɛː,488.6910906,1897.148948,2513.618093,3568.95027,LL,5
ɛː,1,fiè,34.87573379,0.1442019046,NA,536.6061914,1820.1477,2232.81393,3591.424693,LL,5
a,0,a,35.80670792,0.09903772272,s,659.032173,1333.276218,2298.171086,3289.59004,LL,5
s,0,spiêg,35.90494695,0.0974403401,p,1443.959135,2411.605861,3394.200663,3976.378248,LL,5
p,0,spiêg,36.00957551,0.1118167837,i,388.9735774,1737.070854,2705.281637,3552.913396,LL,5
i,0,spiêg,36.078839,0.02671019272,eː,279.1938099,2017.817102,2547.595582,3786.443443,LL,5
eː,1,spiêg,36.26001118,0.3356341664,g,394.882072,2166.636792,2756.182828,3556.526868,LL,5
g,0,spiêg,36.4993571,0.1430576731,NA,1171.207503,2148.637003,2362.424587,3552.228255,LL,5
a,0,anc,36.91441513,0.1905338421,n,847.6639759,1560.648327,2262.830422,3161.734764,LL,5
n,0,anc,37.06181964,0.1042751803,k,327.2421151,850.0309428,2203.948561,2802.77148,LL,5
k,0,anc,37.20636337,0.1848122762,NA,1303.315886,1967.466732,2271.476868,3606.170665,LL,5
k,0,ch'a,37.52466838,0.03833718299,a,1159.606454,1921.451248,2628.941554,3878.293127,LL,5
a,0,ch'a,37.57578462,0.06389530498,n,598.0732691,1542.106543,1986.961127,3801.395661,LL,5
n,0,n,37.63089433,0.04632409611,s,512.6577418,1127.658114,2378.567284,3922.463901,LL,5
s,0,sån,37.70253447,0.09695619072,ɑ,1675.356446,2513.559373,3550.787306,3682.957491,LL,5
ɑ,1,sån,37.78775236,0.07347960073,n,668.9055583,1566.877768,2182.704875,3387.167751,LL,5
n,0,sån,37.8492516,0.04951886136,b,544.3176289,1233.228015,2256.603286,3089.251474,LL,5
b,0,brîSa,37.91394559,0.07986913123,r,259.2273677,829.4478856,1943.016847,3346.006033,LL,5
r,0,brîSa,37.97988359,0.05200686348,iː,474.7555873,1307.752578,2374.208396,2420.041194,LL,5
iː,1,brîSa,38.08140929,0.1510445451,z,367.1823126,2061.280121,2456.395043,3427.741358,LL,5
z,0,brîSa,38.19207398,0.07028483548,a,1602.295787,2480.281621,3656.596498,4171.136258,LL,5
a,0,brîSa,38.25916405,0.06389530498,s,503.8258116,1477.439817,2371.64635,3914.460492,LL,5
s,0,stóff,38.32851945,0.07481548885,t,1460.273809,1984.137085,2376.051548,3690.378013,LL,5
t,0,stóff,38.39947223,0.06709007023,o,1589.440083,2407.665352,3304.750355,NA,LL,5
o,1,stóff,38.47055576,0.07507698335,f,513.4292728,1052.581272,2568.880687,3381.843185,LL,5
f,0,stóff,38.57198955,0.12779061,e,623.4164555,1544.464116,2580.138299,3789.025564,LL,5
e,0,ed,38.66703382,0.06229792236,t,458.9078402,1591.948529,2361.028185,3644.246024,LL,5
t,0,tirèr,38.79320765,0.1900497338,i,464.1927838,2336.883006,3082.896926,3617.427392,LL,5
i,0,tirèr,38.93489059,0.09331615684,r,440.2576604,1916.695315,2464.225139,3629.080936,LL,5
r,0,tirèr,38.99033428,0.01757120887,ɛː,442.0484305,1397.701896,2278.311056,3618.827583,LL,5
ɛː,1,tirèr,39.05023612,0.102232488,r,630.2765775,1609.422583,2326.68072,3675.605286,LL,5
r,0,tirèr,39.11972227,0.03673980036,a,514.14871,1383.193383,2282.958269,3775.647485,LL,5
a,0,al,39.17403328,0.0718822181,l,557.2308457,1406.254021,2237.806634,3712.529813,LL,5
l,0,al,39.23153905,0.04312933086,f,443.1991063,1272.430229,2308.86523,3532.690542,LL,5
f,0,fiè,39.31915302,0.1320986085,j,539.0845612,1866.595753,2559.248471,3485.761771,LL,5
j,0,fiè,39.41120574,0.05200682236,ɛː,303.0397505,2075.070833,2470.179552,3690.344328,LL,5
ɛː,1,fiè,39.50749398,0.140569671,NA,489.9839087,1960.499525,2416.800099,3653.885756,LL,5
e,0,e,39.66004403,0.0782717486,k,465.5939292,1984.490828,2523.454675,3479.548151,LL,5
k,0,che,39.75564491,0.112930017,e,455.9926347,2076.361293,2550.50084,3546.801312,LL,5
e,0,che,39.84325888,0.06229792236,NA,477.3021581,2062.109413,2521.171444,3786.641721,LL,5
a,1,anzi,40.04129548,0.1453618188,n,874.0981297,1506.629315,2501.625952,3824.182307,LL,5
n,0,anzi,40.18585861,0.1437644362,θ,448.207994,823.1654744,2134.244915,3021.491832,LL,5
θ,0,anzi,40.35505044,0.1946192268,i,1173.278504,1619.226513,2522.836986,3671.638766,LL,5
i,0,anzi,40.53222919,0.1597382625,NA,320.7149813,2089.188281,2610.089186,3738.409667,LL,5
a,0,am,41.04513407,0.07028483548,m,670.8569622,1352.920945,2119.004453,3543.70874,LL,5
m,0,am,41.11781498,0.07507698335,p,262.1194071,1048.757422,2304.814098,2844.511765,LL,5
p,0,pièS,41.20212287,0.09353881172,i,233.6280122,735.0744207,2135.668878,3634.391803,LL,5
i,0,pièS,41.27045695,0.04312933086,ɛː,349.016941,2105.271931,2434.710963,3694.711835,LL,5
ɛː,1,pièS,41.34313785,0.102232488,z,528.9853728,1925.212038,2463.11084,3685.9776,LL,5
z,0,pièS,41.42779913,0.06709007023,d,583.0307457,1926.188569,2680.49673,3718.535045,LL,5
d,0,dimónndi,41.50833623,0.09398412146,i,238.9626705,1580.904031,2382.049116,4000.904018,LL,5
i,0,dimónndi,41.57769165,0.04472671349,m,322.6075247,2038.75686,2452.031921,3461.52815,LL,5
m,0,dimónndi,41.63599611,0.0718822181,o,301.7565926,1006.40982,2209.58167,2719.410648,LL,5
o,1,dimónndi,41.72385216,0.1038298706,n,547.2526819,996.6516909,2575.510075,3478.015961,LL,5
n,0,dimónndi,41.80931213,0.06709007023,d,311.1086864,382.8500827,2321.782146,2588.258002,LL,5
d,0,dimónndi,41.86417977,0.04264522261,j,308.9610754,1741.149061,2445.138645,3640.482762,LL,5
j,0,dimónndi,41.90067752,0.03035026987,e,327.500746,1970.829987,2517.901165,3675.326924,LL,5
e,0,ed,41.9390147,0.04632409611,d,449.4481949,1826.080731,2448.480645,3200.225731,LL,5
d,0,ed,41.98374142,0.04312933086,s,388.4112888,1737.447905,2899.663936,3623.722508,LL,5
s,0,stèr,42.04444196,0.0782717486,t,1136.553384,2131.585712,3466.373549,4020.465824,LL,5
t,0,stèr,42.11073334,0.05431100923,ɛː,940.5626114,1893.716424,2900.757577,3255.584222,LL,5
ɛː,1,stèr,42.18647828,0.09717888671,r,658.5627839,1613.382127,2448.207421,3767.057196,LL,5
r,0,stèr,42.25423632,0.03833718299,a,539.0206129,1291.292254,2379.951599,2961.150748,LL,5
a,0,al,42.29097612,0.03514241774,l,572.5405509,1228.35667,2456.571078,2648.489136,LL,5
l,0,al,42.34848189,0.07986913123,m,452.069718,1207.648283,2611.228101,2938.464752,LL,5
m,0,månnd,42.45104836,0.1252638093,ɑ,230.9442265,1081.384496,2308.132935,2844.054019,LL,5
ɑ,1,månnd,42.57174268,0.1161248233,nː,790.5144698,1323.738277,2544.319695,3792.027941,LL,5
nː,0,månnd,42.69449909,0.1293879926,d,296.2905814,1150.777875,2295.598813,2836.928541,LL,5
d,0,månnd,42.81590017,0.1134141663,NA,276.4207351,1901.605231,3049.068973,3721.762767,LL,5
a,0,andrícco,43.55795714,0.07750388905,n,633.889095,1278.893672,2510.038832,3381.001308,LL,5
n,0,andrícco,43.6198112,0.04620424155,d,273.1338802,1157.561166,2458.356021,2764.222888,LL,5
d,0,andrícco,43.66676067,0.04769470095,r,243.9282703,1024.732784,2549.393698,3670.716971,LL,5
r,0,andrícco,43.71892675,0.05663745738,i,451.3515455,1408.179333,2451.262945,3537.216865,LL,5
i,1,andrícco,43.7979211,0.1013512395,kː,337.9935056,1956.084409,2483.607171,3279.796056,LL,5
kː,0,andrícco,43.91395111,0.1307087834,o,288.0281473,2128.59816,2366.517379,3556.519591,LL,5
o,0,andrícco,44.07394968,0.1892883444,NA,470.6535457,1056.482133,2494.13892,3514.357356,LL,5
a,0,al,44.51621431,0.04173286333,l,690.4266205,1252.068535,2461.472907,3718.86123,LL,5
l,0,al,44.56912562,0.06408975441,f,440.2681864,1191.702656,2511.071838,3622.858887,LL,5
f,0,fà,44.6615341,0.1207272118,a,786.2005401,1465.374166,2589.827617,3746.996683,LL,5
a,1,fà,44.74723552,0.05067561976,l,545.5243438,1130.692455,2541.421536,3288.524618,LL,5
l,0,ló,44.79791114,0.05067561976,o,385.7042844,1110.011804,2487.153325,3039.668211,LL,5
o,1,ló,44.87295352,0.09940913594,NA,479.3998713,1030.879023,2598.33329,3301.882183,LL,5
ɛː,1,èt,45.65283128,0.09721116205,t,553.2184218,1795.59302,2604.525446,3380.41873,LL,5
t,0,èt,45.76329092,0.1237081306,m,545.8343222,1798.093253,2951.315558,3885.049915,LL,5
m,0,mèl,45.84750188,0.04471378214,ɛː,271.196584,1225.5123,2318.774701,3192.712243,LL,5
ɛː,1,mèl,45.91126195,0.08280635234,l,559.7115666,1637.809746,2342.058501,3143.334476,LL,5
l,0,mèl,45.97502202,0.04471378214,ai,425.6606257,1400.064473,2485.874667,3472.529503,LL,5
ai,0,ai,46.06594004,0.1371222652,d,452.532911,1867.62765,2521.056727,3134.70672,LL,5
d,0,dént,46.16878174,0.06856113262,e,274.5806847,2033.524153,2858.264977,3882.303831,LL,5
e,1,dént,46.28139728,0.1566699483,n,471.1941644,1895.308293,2658.954887,3700.175912,LL,5
n,0,dént,46.41870928,0.1179540642,t,362.5053277,683.2066395,2360.102612,2742.402616,LL,5
t,0,dént,46.52687148,0.09837032071,NA,283.9489202,761.0488975,2453.282437,3814.036028,LL,5
t,0,t,47.18045166,0.0298091881,a,1187.968703,1907.18522,2958.988674,3913.839295,LL,5
a,0,al,47.22814636,0.06558021381,l,638.6455404,1371.038091,2498.679331,3656.756272,LL,5
l,0,al,47.31012163,0.09837032071,s,336.1364009,1223.732925,2556.726389,3698.53476,LL,5
s,0,sè,47.43573576,0.1528579444,ɛː,1608.867933,2558.186183,3631.099486,4021.219976,LL,5
ɛː,1,sè,47.6351096,0.2458897413,k,554.1323185,1901.843058,2544.020133,3105.953332,LL,5
k,0,che,47.81202267,0.107936391,e,481.9609481,2074.489588,2733.780522,3767.03451,LL,5
e,0,che,47.89281913,0.05365653857,p,403.4068766,1960.268929,2402.982824,3125.492308,LL,5
p,0,pr,47.9747944,0.110293996,r,419.1109548,2062.687865,2266.320476,3892.507026,LL,5
r,0,pr,48.07751418,0.09514557012,ɔː,494.9042139,1067.605558,1552.016435,3810.439274,LL,5
ɔː,1,ògni,48.16831029,0.08644664548,ɲ,478.3163882,1001.402847,2279.884433,2661.847703,LL,5
ɲ,0,ògni,48.23538097,0.04769470095,i,272.1299274,1196.857046,2413.712821,3579.57796,LL,5
i,0,ògni,48.29723503,0.07601342964,m,311.4568369,2135.410086,2650.437602,3420.161781,LL,5
m,0,mèl,48.37376789,0.07705228599,ɛː,296.818767,1225.125132,2266.544435,3580.095804,LL,5
ɛː,1,mèl,48.53674739,0.2489067206,l,620.6277692,1775.163931,2660.014733,3628.721206,LL,5
l,0,mèl,48.69301983,0.06363815135,NA,341.9428533,1499.968015,2643.183811,4039.514255,LL,5
b,0,biSåggna,48.97159579,0.03875194452,i,229.7945765,1453.254831,2417.301076,3476.732926,LL,5
i,0,biSåggna,49.01929049,0.05663745738,z,289.8551837,2056.439414,2461.410275,3313.339163,LL,5
z,0,biSåggna,49.1016813,0.1081441622,ɑ,1714.549177,2409.21121,3509.900624,4005.928316,LL,5
ɑ,1,biSåggna,49.23675762,0.1620084721,ɲ,744.8366831,1431.317201,2235.391691,3694.345676,LL,5
ɲ,0,biSåggna,49.35278765,0.07005159202,a,373.6366047,522.312864,1768.757124,3023.925805,LL,5
a,0,biSåggna,49.44817705,0.1207272118,n,535.4204269,1676.045168,2602.468862,3716.645649,LL,5
n,0,andèr,49.54886892,0.08065651861,d,307.6467328,999.7571661,2303.078894,2733.842751,LL,5
d,0,andèr,49.62422297,0.07005159202,ɛː,243.1087724,1356.493212,2608.299754,3868.999171,LL,5
ɛː,1,andèr,49.75016679,0.1818360474,r,611.6987449,1766.486816,2548.288069,3510.073265,LL,5
r,0,andèr,49.8783463,0.07452297024,d,526.2682061,1447.590666,1792.75252,2645.851138,LL,5
d,0,dal,49.95328481,0.07535405532,a,284.5471527,1244.601214,2459.76334,3597.178059,LL,5
a,0,dal,50.01331873,0.04471378214,l,540.2516856,1378.653457,2551.896487,3731.796837,LL,5
l,0,dal,50.06995619,0.06856113262,s,426.2176586,1158.222317,2192.064707,3815.583053,LL,5
s,0,sô,50.17706944,0.1456653713,oː,1268.807549,2091.736693,2937.182156,3585.006591,LL,5
oː,1,sô,50.32490864,0.1500130262,s,493.3358224,875.1918272,2553.955131,3070.846854,LL,5
s,0,spezialéssta,50.4260081,0.05218589715,p,1012.824578,1935.619095,2193.113478,3346.581932,LL,5
p,0,spezialéssta,50.49383391,0.08346572667,e,654.3878645,2082.830525,3202.810413,3944.889546,LL,5
e,0,spezialéssta,50.55941413,0.04769470095,θ,417.5409553,1529.616061,2303.855566,3655.708732,LL,5
θ,0,spezialéssta,50.63147561,0.09642825826,j,523.6735456,1792.273811,2716.946878,3822.376366,LL,5
j,0,spezialéssta,50.69556423,0.03174899034,a,370.9887658,1747.902956,2473.631618,3555.449719,LL,5
a,0,spezialéssta,50.73100557,0.03913368676,l,534.6496384,1485.472093,2402.187395,3847.177509,LL,5
l,0,spezialéssta,50.77292931,0.04471378214,e,394.0386636,1336.332756,2458.701321,3456.810265,LL,5
