phoneme,stress,word,time,duration,nextSeg,F1,F2,F3,F4,speaker,lesson
r,0,febrèr,28.46401275,0.04014832476,ɛ:,567.3476712,1290.930212,2144.737629,3774.141003,LL,10
ɛː,1,febrèr,28.57642806,0.1846822939,r,578.0453786,1789.40284,2548.364644,3637.793262,LL,10
r,0,febrèr,28.70189157,0.06624473586,s,516.1796242,1355.198228,2175.340635,4005.170663,LL,10
s,0,sutîl,28.82616978,0.1823116731,u,1362.667485,2259.843751,3199.857913,3662.555486,LL,10
u,0,sutîl,28.96249248,0.09033373072,t,296.621356,1011.419499,2516.001421,3227.689213,LL,10
t,0,sutîl,29.0769152,0.1385117204,i:,198.3020817,2384.030644,3274.036565,3813.971046,LL,10
iː,1,sutîl,29.3124898,0.332637468,l,260.6025402,2325.679242,2769.66523,3448.380198,LL,10
l,0,sutîl,29.52527592,0.09293477451,NA,257.7877884,1482.875192,2483.165477,3248.262243,LL,10
i,0,i,30.09937939,0.08486996946,e,275.1206909,2200.93433,3291.146441,3707.05796,LL,10
e,1,én,30.16733473,0.05104070719,ŋ:,323.6741407,2331.443819,2886.998548,3392.024011,LL,10
ŋː,0,én,30.24002937,0.0943485632,v,300.3782909,797.177815,2453.333194,2973.026975,LL,10
v,0,ventnôv,30.31631118,0.05821507091,e,219.2946301,1280.040922,2504.38717,3496.578439,LL,10
e,0,ventnôv,30.3655749,0.04031235699,n,424.1460537,1942.911327,2414.535747,3594.358206,LL,10
n,0,ventnôv,30.4379239,0.1043856444,t,324.9467025,1105.883577,2409.181616,3589.272014,LL,10
t,0,ventnôv,30.55234662,0.1244598068,n,256.5908814,1907.925996,2519.71983,3563.751831,LL,10
n,0,ventnôv,30.65271744,0.07628181705,o:,326.4697198,1121.56693,2376.807324,2936.683999,LL,10
oː,1,ventnôv,30.79874915,0.2157816203,v,462.2840123,857.3226301,2542.329991,3331.673984,LL,10
v,0,ventnôv,30.96776657,0.1222532182,k,1062.870818,1687.070439,2538.450754,3555.213479,LL,10
k,0,col,31.04194139,0.0260964111,o,793.9022853,1103.489673,2182.720711,3800.330323,LL,10
o,0,col,31.08409713,0.05821507091,l,501.023685,1010.503898,2556.568583,3411.615817,LL,10
l,0,col,31.13327883,0.04014832476,b,290.4069724,1151.019372,2320.125008,3626.205708,LL,10
b,0,biSestîl,31.18747907,0.0682521521,i,218.3144798,1026.416908,2245.846633,3503.932195,LL,10
i,0,biSestîl,31.25472751,0.06624473586,z,294.5345228,1914.593523,2421.712542,3446.349661,LL,10
z,0,biSestîl,31.31695741,0.05821507091,e,1910.557278,2785.560129,3546.517378,4382.757625,LL,10
e,0,biSestîl,31.3771799,0.06222990339,s,393.530313,1791.809712,2494.370724,3781.846682,LL,10
s,0,biSestîl,31.43639868,0.05620765467,t,1706.139103,2733.924158,3324.701804,4218.919853,LL,10
t,0,biSestîl,31.51569162,0.1023782282,i:,1442.710812,2603.267705,3280.933673,3726.790616,LL,10
iː,1,biSestîl,31.69234425,0.2509270298,l,289.2024925,2345.904193,2526.843049,3678.663141,LL,10
l,0,biSestîl,31.85394126,0.07226698458,NA,252.5588952,1461.530679,2573.255201,3868.209543,LL,10
i,0,i,32.58909693,0.1063930606,s,271.4713032,2255.793359,2668.086816,3416.182002,LL,10
s,0,sèt,32.70653078,0.1284746392,ɛ:,1566.206282,2517.754645,3484.119216,3895.133717,LL,10
ɛː,1,sèt,32.86310925,0.1846822939,t,573.7911348,1802.023536,2372.008946,3501.108934,LL,10
t,0,sèt,33.01466917,0.1184375581,k,982.6267861,2082.431262,3043.558706,3644.070558,LL,10
k,0,ch'i,33.1050029,0.06222990339,i,1370.12704,2796.609085,3258.14324,3712.469458,LL,10
i,0,ch'i,33.15719573,0.042155741,a,318.2066131,2140.321969,2849.049626,3631.528092,LL,10
a,0,avànzen,33.21039226,0.06423731962,v,497.4056133,1861.583243,2572.289708,3680.4265,LL,10
v,0,avànzen,33.26961104,0.05420023843,a,532.286869,1326.930045,2152.002451,3464.029923,LL,10
a,1,avànzen,33.36195218,0.1304820555,n,807.3424775,1580.152277,2381.479446,3746.31365,LL,10
n,0,avànzen,33.47737862,0.1003708119,θ,464.9011021,1034.409199,2288.107884,2746.900798,LL,10
θ,0,avànzen,33.63068234,0.2062366358,e,728.0355411,1841.861401,2503.152819,3588.349238,LL,10
e,0,avànzen,33.76835438,0.06910745333,n,432.8557358,1667.219857,2257.264327,4094.426833,LL,10
n,0,avànzen,33.83459912,0.06338201839,i,465.0492929,1715.742374,2159.993041,4291.048128,LL,10
i,0,i,33.90184756,0.07111486957,e,410.3373507,2261.177791,3095.412802,4143.936695,LL,10
e,1,én,33.96914483,0.06347965984,ŋ:,398.5275158,2162.622944,2180.633567,3364.191037,LL,10
ŋː,0,én,34.09919923,0.1966291499,p,387.0795442,1042.357133,2299.081359,3450.360479,LL,10
p,0,prezîS:,34.21679712,0.03856661443,r,513.5884476,1265.636325,2160.936193,3720.505557,LL,10
r,0,prezîS:,34.25515088,0.03814090853,e,403.8299374,1374.768684,2277.29262,3392.113402,LL,10
e,0,prezîS:,34.30533628,0.06222990339,θ,386.1699429,1587.25113,2263.919814,3229.679501,LL,10
θ,0,prezîS:,34.38864406,0.1043856444,i:,1480.278604,1845.280728,3177.309039,4183.884727,LL,10
iː,1,prezîS:,34.57834489,0.2750160246,z,270.9153908,2312.242459,2623.817065,3653.65374,LL,10
z,0,prezîS:,34.78310135,0.134496888,NA,1620.425239,2391.643242,3300.653007,4016.521949,LL,10
t,0,träntón,35.50896198,0.042155741,r,937.4970802,1624.045961,2663.640303,3471.322566,LL,10
r,0,träntón,35.55011401,0.04014832476,æ,654.0934686,1281.580566,2188.226772,4116.73026,LL,10
æ,1,träntón,35.60431425,0.0682521521,n,651.0975673,1423.001771,2212.01683,2508.432676,LL,10
n,0,träntón,35.69264056,0.1084004769,t,574.9169888,1108.02382,2284.984989,3194.452018,LL,10
t,0,träntón,35.78035762,0.06703364632,o,437.0862201,1343.270264,2393.78126,3742.78707,LL,10
o,1,träntón,35.84800052,0.0682521521,n,567.3205023,1131.989781,2402.504575,3410.984667,LL,10
n,0,träntón,35.93030459,0.09635597944,d,423.1913581,792.48685,2359.382376,3275.437353,LL,10
d,0,dé,36.01260865,0.0682521521,e,243.7793652,1249.284928,2600.713448,3906.304732,LL,10
e,1,dé,36.12610969,0.158749915,NA,436.5491101,1839.193784,2553.19493,3354.874591,LL,10
p,0,par,36.47409959,0.042155741,a,599.0393249,1408.63076,2595.354908,3400.474308,LL,10
a,0,par,36.51424792,0.03814090853,r,622.1127307,1209.872289,2469.987814,3394.112294,LL,10
r,0,par,36.56041849,0.05420023843,t,463.0972312,1246.01001,2158.762752,3714.480555,LL,10
t,0,tótt,36.64721386,0.1193905007,o,437.4565144,1229.557158,2577.678497,3600.488011,LL,10
o,1,tótt,36.73802406,0.06222990339,t:,451.3547654,1146.866503,2427.206993,3407.282341,LL,10
tː,0,tótt,36.80828363,0.07828923329,i,398.4070004,1146.793791,2830.081678,3462.593815,LL,10
i,0,i,36.87553207,0.05620765467,m,334.4929815,2042.997174,2551.254775,3542.330792,LL,10
m,0,mîS!,36.94478793,0.08230406577,i:,298.7932305,1173.600432,2329.399014,3803.361081,LL,10
iː,1,mîS!,37.1013664,0.2308528674,z,289.4051386,2386.282854,2408.559361,3471.682903,LL,10
z,0,mîS!,37.29307465,0.1525636341,NA,1567.340654,2398.348252,3371.675026,3985.834391,LL,10
k,0,qualla,0.269701015,0.077578711,w,606.9242087,1298.993375,3226.078461,3696.575936,LL,11
w,0,qualla,0.3382850924,0.059589444,a,566.3936307,998.4197227,2175.186112,3129.937916,LL,11
a,1,qualla,0.4108043218,0.085449014,lː,719.590815,1245.23144,2806.645189,3275.787657,LL,11
lː,0,qualla,0.5198642481,0.1326708382,a,433.4485799,1231.001826,2480.794144,3305.86092,LL,11
a,0,qualla,0.686827125,0.2012549156,d,730.2302494,1385.569312,2554.186563,3475.455071,LL,11
d,0,däli,0.8481547905,0.1214004151,æ,417.0679666,1514.469192,2495.68156,3920.657843,LL,11
æ,1,däli,0.9616065372,0.1055030784,l,495.8105272,1835.361679,2444.031868,3241.905483,LL,11
l,0,däli,1.128307162,0.2278981716,j,282.3043024,1798.052587,2595.922588,3495.446547,LL,11
j,0,däli,1.266991489,0.049470482,o,376.7530037,1776.913095,2465.306379,3562.643876,LL,11
o,1,ónng',1.341197212,0.098940964,nː,499.33035,1120.133892,2343.411794,3376.388479,LL,11
nː,0,ónng',1.447276013,0.1132166376,dz,377.2015026,1208.818648,2373.660491,3139.597944,LL,11
dz,0,ónng',1.599360378,0.1909520929,l,1874.238798,2994.929055,3549.509633,4705.943802,LL,11
l,0,leziån,1.728566299,0.067459748,e,350.1239881,1409.723664,2698.026378,3803.587178,LL,11
e,0,leziån,1.796588212,0.068584077,θ,508.5362079,1642.235979,2390.930578,3770.449708,LL,11
θ,0,leziån,1.893750752,0.1257410029,j,1024.982241,1902.995261,2794.854974,3769.28402,LL,11
j,0,leziån,1.999018675,0.084794844,ɑ,410.0897732,1970.564277,2559.299869,3542.560073,LL,11
ɑ,1,leziån,2.092402789,0.1019733843,n,632.4395621,1668.370845,2292.377813,3706.400028,LL,11
n,0,leziån,2.187800482,0.088822002,NA,466.2327603,973.8453557,2113.362273,3377.976464,LL,11
l,0,leziån,2.766239237,0.09107066,e,310.64808,1804.225679,2562.699133,3598.234545,RM,11
e,0,leziån,2.848877429,0.074205723,θ,422.3648297,1919.111194,2252.332485,3033.160158,RM,11
θ,0,leziån,2.971991469,0.1720223581,j,1075.505121,1711.485555,2899.641354,3773.751034,RM,11
j,0,leziån,3.077678408,0.03935151982,ɑ,357.9660013,2057.910256,2574.036551,3134.372445,RM,11
ɑ,1,leziån,3.175559858,0.1564113792,n,1148.5413,1451.700763,1747.77691,2901.755032,RM,11
n,0,leziån,3.317852308,0.1281735217,NA,542.6897247,1352.302567,2654.289442,3666.144845,RM,11
n,0,nómmr,3.772013491,0.1345788912,o,290.5079828,950.012657,2171.47878,3034.520747,RM,11
o,1,nómmr,3.883151773,0.087697673,mː,655.6392357,1118.30165,3046.720077,3757.5907,RM,11
mː,0,nómmr,3.983217066,0.1124329138,r,399.3468116,2089.377632,3227.005999,4359.899168,RM,11
r,0,nómmr,4.116436492,0.1540059381,o,839.0609495,1473.490818,3076.95595,3404.654426,RM,11
o,1,ónng',4.256401892,0.125924863,nː,577.5900466,1085.429126,2821.178445,3348.004772,RM,11
nː,0,ónng',4.390667294,0.14260594,dz,510.7169665,2130.452699,2168.198935,3370.093113,RM,11
dz,0,ónng',4.601216794,0.2784930589,NA,1372.872172,2623.012662,2929.654865,3557.544362,RM,11
k,0,che,6.172014625,0.087697673,e,1224.5738,2284.4825,2345.370857,3951.34702,LL,11
e,0,che,6.352469452,0.2732119805,r,504.999295,1854.833777,2334.818464,3144.215755,LL,11
r,0,eròe,6.555973026,0.1337951674,ɔː,561.9362312,1237.95183,1978.92138,3757.965856,LL,11
ɔː,1,eròe,6.75656027,0.26737932,e,595.2758151,934.0943829,2478.074438,3167.202648,LL,11
e,0,eròe,6.970077299,0.1596547376,NA,499.9707461,1620.012347,2392.941095,3386.69928,LL,11
m,0,mé,8.920230783,0.096692306,e,299.0664954,1202.940209,2416.563069,2601.156071,LL,11
e,1,mé,9.107431585,0.277709297,NA,444.6673803,2155.688033,2740.149659,3873.794764,LL,11
a,0,a,9.486303388,0.037102862,s,693.1196244,1555.259467,2325.920103,3334.338375,LL,11
s,0,sån,9.556011795,0.1023139515,ɑ,1466.062875,2393.35572,3672.216705,4181.385449,LL,11
ɑ,1,sån,9.644493192,0.074648842,n,708.1059303,1555.873686,2607.660641,3111.724994,LL,11
n,0,sån,9.705428524,0.047221824,o,583.3194733,1583.175498,2289.836815,3921.311992,LL,11
o,1,ón,9.785255893,0.1124329138,n,533.1097938,1130.943387,2340.381424,4267.320567,LL,11
n,0,ón,9.863958933,0.044973166,k,370.1147482,873.5692925,2328.254833,4328.095414,LL,11
k,0,ch'a,9.928437536,0.083984042,a,1332.251137,1549.366009,2589.457635,3815.042919,LL,11
a,0,ch'a,9.993478305,0.046097495,v,486.4671771,1379.291047,2102.383537,3144.475394,LL,11
v,0,vói,10.05233528,0.07161646,o,340.2345534,999.9456866,2228.334656,3290.910614,LL,11
o,1,vói,10.11400308,0.05171914,i,440.2433348,1110.671873,2321.19278,3293.892885,LL,11
i,0,vói,10.17021954,0.060713773,b,315.3670308,1936.092472,2284.062639,3566.4894,LL,11
b,0,bän,10.26883346,0.13651406,æ,217.6738273,1113.575526,2224.376693,3815.556306,LL,11
æ,1,bän,10.39650963,0.1188382833,n,760.5785867,1558.163361,2514.83928,3725.281421,LL,11
n,0,bän,10.48066401,0.049470482,a,472.8850794,665.5929241,2354.787437,2440.734379,LL,11
a,0,a,10.53663179,0.062465082,t,631.6204571,1479.744861,2429.275675,3793.128644,LL,11
t,0,tótt,10.62857811,0.1214275469,o,500.9665967,1365.13318,2424.760168,3728.172865,LL,11
o,1,tótt,10.73932453,0.1000652933,tː,522.7648798,1075.532419,2609.838399,3399.624294,LL,11
tː,0,tótt,10.87270072,0.1666870862,NA,1132.355355,2186.362459,3209.899444,3739.846742,LL,11
p,0,però,11.49757607,0.03822719068,e,432.3753528,1575.046496,2478.735163,3298.512371,LL,11
e,0,però,11.56391149,0.094443648,r,509.5064374,1556.355244,2332.545119,4153.266712,LL,11
r,0,però,11.65666864,0.09107066,ɔː,465.9665897,1290.305145,1776.985631,2481.547336,LL,11
ɔː,1,però,11.81743415,0.2304603575,NA,611.7271033,1077.333904,2469.843611,3908.859766,LL,11
a,0,a,12.33986592,0.055092128,n,632.1082899,1165.131247,2388.703578,3669.619112,LL,11
n,0,n,12.39833103,0.061838103,v,301.0015224,974.0832868,2279.158821,3052.948484,LL,11
v,0,vói,12.46473127,0.070962365,o,258.6180706,1569.74448,2614.570974,3678.385137,LL,11
o,1,vói,12.51876388,0.037102862,i,418.6335804,1160.028238,2312.989963,3272.54831,LL,11
i,0,vói,12.57048302,0.066335419,b,375.9723424,1923.464153,2292.751799,3516.294423,LL,11
b,0,brîSa,12.65182658,0.096351701,r,244.6687672,834.661279,2127.055647,3471.468875,LL,11
r,0,brîSa,12.71911603,0.03822719068,iː,300.9818259,1315.953125,2543.484439,3196.145715,LL,11
iː,1,brîSa,12.78713794,0.097816635,z,337.1308794,1911.615787,2309.627304,3317.00405,LL,11
z,0,brîSa,12.86303016,0.053967799,a,1723.38722,2556.373536,3561.664843,4179.231654,LL,11
a,0,brîSa,12.90968981,0.03935152,k,470.6505346,1547.407763,2158.29925,3756.304815,LL,11
k,0,catèr,12.96982787,0.080924582,a,483.8746434,1655.312531,2272.092302,3848.125365,LL,11
a,0,catèr,13.03109025,0.041600178,t,564.8591866,1563.061513,2303.837211,3706.534156,LL,11
t,0,catèr,13.10136082,0.098940964,ɛː,505.7986528,1519.611233,2348.95607,3724.170541,LL,11
ɛː,1,catèr,13.19949092,0.097319247,r,539.8908313,1671.828458,2206.191558,3065.705889,LL,11
r,0,catèr,13.28019393,0.064086761,d,430.7268813,1327.479631,2162.463552,3603.746172,LL,11
d,0,däl,13.35085636,0.077238105,æ,232.1920246,1237.922771,2488.561554,3882.267068,LL,11
æ,1,däl,13.41870797,0.05846511516,lː,412.6977415,1704.366831,2446.416014,3639.006479,LL,11
lː,0,däl,13.56613827,0.2363954927,iː,267.5720681,1677.160383,2517.211596,3564.01501,LL,11
iː,1,lît,13.79491214,0.2211522348,t,271.4265392,2323.024324,2777.655431,3734.285442,LL,11
t,0,lît,14.02899416,0.247011805,NA,1047.39825,1688.67762,2556.42014,3715.794314,LL,11
s,0,s'a,15.02813815,0.1720223581,a,1532.203159,2302.774721,3586.711966,3956.546103,LL,11
a,0,s'a,15.1495657,0.070832736,v,644.4868183,1293.987829,1960.224597,3841.770087,LL,11
v,0,vadd,15.23164173,0.093319318,a,250.3376869,1211.625508,2469.304945,3670.779614,LL,11
a,1,vadd,15.33564217,0.114681572,dː,787.6153661,1278.844546,2453.894497,3945.614861,LL,11
dː,0,vadd,15.48524276,0.1845196076,l,246.6134664,1226.783954,2759.310753,3841.086562,LL,11
l,0,dla,15.60055131,0.046097495,a,309.8362351,1328.987172,2655.585846,3621.924847,LL,11
a,0,dla,15.66969755,0.092194989,ð,569.3576258,1364.419144,2518.231133,3814.904281,LL,11
ð,0,Zänt,15.75906816,0.086546228,æ,227.8460825,1583.395127,2316.572302,3715.68208,LL,11
æ,1,Zänt,15.91452552,0.2243684775,n,769.3856434,1621.881291,2507.568777,4092.995849,LL,11
n,0,Zänt,16.0483855,0.043351486,t,297.9418773,1155.821905,2320.73099,4115.849773,LL,11
t,0,Zänt,16.11109925,0.082076027,k,507.8161063,1621.12532,2195.263674,3542.823214,LL,11
k,0,ch'i,16.18418065,0.064086761,i,1082.017127,2119.240631,2785.36599,3598.167726,LL,11
i,0,ch'i,16.23621328,0.039978499,l,309.7452948,2071.513012,2492.214545,3711.578723,LL,11
l,0,lâsen,16.28542153,0.058437999,aː,401.3956651,1443.923469,2573.12793,3701.081294,LL,11
aː,1,lâsen,16.35794076,0.086600459,s,767.0682378,1341.264348,2291.408819,3721.781743,LL,11
s,0,lâsen,16.45688172,0.1112814689,e,1580.903654,2374.223474,3554.171183,3897.879906,LL,11
e,0,lâsen,16.53613337,0.047221824,n,487.1074929,1588.411825,2430.959086,3966.014575,LL,11
n,0,lâsen,16.59459848,0.069708407,p,263.3517946,1177.971269,2316.338379,2870.761219,LL,11
p,0,par,16.71279621,0.1666870481,a,171.9144853,1551.8006,2387.588959,3313.032014,LL,11
a,0,par,16.84319125,0.094103042,r,683.594295,1276.417677,2358.441957,3596.596447,LL,11
r,0,par,16.93071862,0.080951698,l,447.3289685,1127.554963,2027.933678,3776.541042,LL,11
l,0,la,16.99480539,0.047221824,a,458.2853083,1153.818288,2406.674884,3647.075835,LL,11
a,0,la,17.05214617,0.067459748,s,607.3370745,1318.111929,2389.05319,3712.975707,LL,11
s,0,strè,17.14136002,0.1109679413,t,1537.306585,2061.612907,2657.456932,3856.021329,LL,11
t,0,strè,17.23844417,0.083200356,r,1072.822206,1715.17239,2518.746181,3647.145926,LL,11
r,0,strè,17.31063635,0.06118400775,ɛː,541.5372933,1290.770852,2254.520936,3722.553112,LL,11
ɛː,1,strè,17.44850985,0.2145630048,u,582.1574987,1791.291466,2372.555306,3706.229803,LL,11
u,0,una,17.58878876,0.065994814,n,460.7640334,921.0648015,2373.680906,3287.943025,LL,11
n,0,una,17.64427275,0.044973166,a,302.2832535,1073.385778,2439.531011,2792.411718,LL,11
a,0,una,17.69318107,0.052843469,b,579.0929731,1202.141742,2536.264781,3513.761129,LL,11
b,0,batrî,17.76401381,0.088822002,a,224.5467194,864.633796,2393.703993,3471.462375,LL,11
a,0,batrî,17.83203572,0.047221824,t,590.3306593,1252.29226,2572.504591,3453.567541,LL,11
t,0,batrî,17.92807393,0.1448545983,r,508.147286,1371.792485,2123.887556,3555.720301,LL,11
r,0,batrî,18.03446622,0.067929983,iː,441.5424116,1391.298845,2296.899779,3629.956156,LL,11
iː,1,batrî,18.12608549,0.1153085511,d,271.5315332,2206.092475,2795.007587,3598.228202,LL,11
d,0,da,18.21915613,0.070832736,a,213.8782036,1605.467855,2535.185916,3593.210068,LL,11
a,0,da,18.28774021,0.066335419,m,605.1170542,1330.752113,2516.412067,3618.518762,LL,11
m,0,mâchina,18.36939724,0.096978642,aː,244.2808798,1054.341836,2357.424251,2590.981881,LL,11
aː,1,mâchina,18.47466518,0.1135572429,k,882.8201694,1264.553859,2242.637958,3536.488285,LL,11
k,0,mâchina,18.58917645,0.1154652959,i,606.4800707,1337.702137,2447.773611,3510.858582,LL,11
i,0,mâchina,18.67108217,0.048346153,n,313.2077854,2249.621068,2623.941027,3671.7726,LL,11
n,0,mâchina,18.72111482,0.05171914033,a,380.2981916,1866.527138,2548.831129,3595.566657,LL,11
a,0,mâchina,18.78295292,0.071957065,v,582.6306004,1466.546971,2580.816032,3643.048065,LL,11
v,0,vècia,18.85152344,0.065183974,ɛː,307.1427738,1202.712074,2418.249394,3566.608067,LL,11
ɛː,1,vècia,19.01436729,0.2605037166,ʦ,584.872466,1890.277739,2377.527139,3339.95302,LL,11
ʦ,0,vècia,19.23559788,0.1819574598,a,1242.123528,2123.443572,3056.590874,3664.101437,LL,11
a,0,vècia,19.36030648,0.067459748,NA,452.27138,1502.763853,2157.927756,4196.307878,LL,11
a,0,anc,20.06452541,0.1056869389,n,788.5749502,1547.25868,2656.288718,3669.117976,LL,11
n,0,anc,20.15053659,0.066335419,s,507.0372796,952.1397053,2210.707743,3549.747573,LL,11
s,0,s'a,20.23710993,0.1068112681,a,1574.832774,2235.184057,3214.064277,3839.051507,LL,11
a,0,s'a,20.31419129,0.04735145281,s,539.3736344,1483.948266,2373.802739,3381.767844,LL,11
s,0,sò,20.38565101,0.095567977,ɔː,1365.624149,2305.773872,3342.684529,3553.196091,LL,11
ɔː,1,sò,20.46604054,0.06521109,k,618.3264567,1125.022257,2218.596215,3352.167785,LL,11
k,0,ch'l'incuéNna,20.54586791,0.094443648,l,501.1584662,1085.713947,2451.926786,3569.056028,LL,11
l,0,ch'l'incuéNna,20.61709251,0.048005548,i,288.3588709,1675.625263,2468.448861,3715.324558,LL,11
i,0,ch'l'incuéNna,20.67570081,0.069211056,n,320.2312663,2293.006798,2702.40961,3761.595469,LL,11
n,0,ch'l'incuéNna,20.73447941,0.048346153,k,336.5329983,786.7360218,2346.025185,2921.776087,LL,11
k,0,ch'l'incuéNna,20.79389855,0.07049213,w,944.7709977,1148.125918,2398.695459,3687.131933,LL,11
w,0,ch'l'incuéNna,20.84600956,0.03372987413,e,413.7665191,1156.400112,2080.207212,3384.553125,LL,11
e,1,ch'l'incuéNna,20.93764238,0.1495357753,ŋː,478.6667893,2049.822571,2237.76483,3790.064527,LL,11
ŋː,0,ch'l'incuéNna,21.04670231,0.068584077,a,377.3159945,1315.47179,2342.350258,4169.469629,LL,11
a,0,ch'l'incuéNna,21.12821617,0.094443648,NA,500.8439395,1402.029745,2292.746144,3892.318184,LL,11
a,0,a,21.3809144,0.073081394,n,719.9231239,1301.323966,2617.469653,3729.413118,LL,11
n,0,n,21.4523093,0.069708407,d,314.3876831,1220.898819,2366.852692,3165.716131,LL,11
d,0,dégg,21.5283447,0.082362401,e,279.0159866,1396.641448,2576.10196,3910.093582,LL,11
e,1,dégg,21.6060666,0.073081394,gː,409.6932069,2005.738813,2460.499746,3378.427124,LL,11
gː,0,dégg,21.71286431,0.1405140265,ɲ,280.0539949,1702.481236,2846.770336,3881.261475,LL,11
ɲ,0,gnínta,21.80504574,0.043848836,i,298.5364702,928.6966852,2229.045503,4049.022071,LL,11
i,1,gnínta,21.88768393,0.1214275469,n,332.4221899,2309.712612,3514.87234,3729.670752,LL,11
n,0,gnínta,21.99843035,0.1000652933,t,310.3580777,880.7224892,2415.369498,3024.044675,LL,11
t,0,gnínta,22.13012005,0.1633140988,a,707.340768,1674.605204,2773.245516,3605.932386,LL,11
a,0,gnínta,22.25787459,0.092194989,NA,518.2903679,1554.712001,2417.45687,3719.707434,LL,11
a,0,[A],22.84430117,0.2645036831,NA,661.5468995,1190.609479,2539.008155,3740.762936,LL,11
a,0,a,23.20341883,0.062465082,n,639.7278026,1191.065007,2606.640869,3138.448587,LL,11
n,0,n,23.25713795,0.044973166,v,535.0391008,2084.948682,2689.263413,4116.654903,LL,11
v,0,vói,23.30492194,0.050594811,o,285.6573856,968.1712319,2463.616239,3116.721102,LL,11
o,1,vói,23.34643019,0.032421684,i,438.8097813,1057.33264,2477.969416,3288.371402,LL,11
i,0,vói,23.39412224,0.062962432,m,338.2065292,1765.68056,2332.831387,3463.667332,LL,11
m,0,mégga,23.458209,0.06521109,e,282.6752668,1211.734406,2200.599866,3204.202237,LL,11
e,1,mégga,23.51105247,0.04047584896,gː,430.0848817,1509.39229,2188.465088,3452.645559,LL,11
gː,0,mégga,23.56533376,0.068086727,a,249.8117805,1570.093349,2127.940819,3509.657931,LL,11
a,0,mégga,23.61624206,0.033729874,d,376.038251,1492.703183,2217.425295,3501.552803,LL,11
d,0,di,23.6600909,0.053967799,i,246.5289575,1410.558535,2301.511299,3507.414198,LL,11
i,0,di,23.71068571,0.047221824,s,293.7129491,1851.204797,2458.437821,3488.802536,LL,11
s,0,scuntrómmbel,23.7661697,0.063746156,k,1646.896739,2740.883576,3102.392258,3948.602342,LL,11
k,0,scuntrómmbel,23.84325106,0.090416565,u,1030.330943,2212.794944,3200.835206,3747.360121,LL,11
u,0,scuntrómmbel,23.91920809,0.061497497,n,462.3815003,694.9987315,2323.467078,3416.035027,LL,11
n,0,scuntrómmbel,23.97637857,0.052843469,t,232.146105,1068.098034,2367.358223,3063.43644,LL,11
t,0,scuntrómmbel,24.04945997,0.093319318,r,481.1369334,1628.394862,2539.909071,3656.96076,LL,11
r,0,scuntrómmbel,24.11298456,0.03372987413,o,819.5930581,1136.642481,2668.35844,3000.465995,LL,11
o,1,scuntrómmbel,24.18701999,0.1143409668,mː,548.5327717,1046.228128,2472.038202,3074.442939,LL,11
mː,0,scuntrómmbel,24.30128258,0.114184222,b,785.549873,2411.170551,2779.134454,4668.252673,LL,11
b,0,scuntrómmbel,24.39210456,0.067459748,l,236.4870976,996.7766633,2321.726596,3117.044838,LL,11
l,0,scuntrómmbel,24.48750224,0.1233355999,NA,464.7843376,1372.673565,2461.548948,3473.422647,LL,11
s,0,s'a,25.45227929,0.1484114462,a,1465.604058,2361.98222,3060.579508,3715.749071,LL,11
a,0,s'a,25.56246354,0.071957065,s,556.991715,1448.746927,2360.340223,3786.952058,LL,11
s,0,sént,25.66927481,0.1416654714,e,1596.505639,2599.234553,3217.183926,3913.447362,LL,11
e,1,sént,25.80795916,0.1357032204,n,418.0915065,2140.570799,2585.567217,4181.317412,LL,11
n,0,sént,25.8926757,0.033729874,t,438.2127783,1304.334994,2470.573971,4291.432999,LL,11
t,0,sént,25.94776783,0.076454381,k,204.1347269,1915.090184,2831.488304,3748.040468,LL,11
k,0,che,26.03417087,0.096351701,e,1150.442193,2156.186506,2512.6498,3259.958307,LL,11
e,0,che,26.096963,0.02923255758,a,423.8967286,1954.371367,2386.478349,3714.159916,LL,11
a,0,al,26.12619556,0.02923255758,l,497.248783,1582.612296,2257.529291,3766.591535,LL,11
l,0,al,26.16386059,0.04609749465,m,397.5932415,1327.300202,2473.146264,3723.99171,LL,11
m,0,mî,26.23300683,0.092194989,iː,313.0720415,1558.618183,2256.21474,4389.752039,LL,11
iː,1,mî,26.30872874,0.059248839,v,277.0783374,2195.986423,2473.41595,3278.375281,LL,11
v,0,vSén,26.40002096,0.1233355999,z,222.9045469,1628.706001,2474.502854,3377.206107,LL,11
z,0,vSén,26.49485647,0.066335419,e,1910.807015,2484.801939,3595.141479,4185.436497,LL,11
e,1,vSén,26.57637033,0.096692306,n,436.1605618,1930.786753,2476.458657,3440.916715,LL,11
n,0,vSén,26.66100851,0.072584044,e,311.9751306,712.5783572,2367.20598,2563.446856,LL,11
e,0,ed,26.73552772,0.076454381,d,441.7428527,1982.422813,2473.155274,3695.291724,LL,11
d,0,ed,26.82594429,0.1043787493,k,403.9242132,1883.283641,3137.49284,3998.064996,LL,11
k,0,cà,26.91298786,0.069708407,a,1277.556306,2029.741333,2704.747294,3803.260043,LL,11
a,1,cà,27.08065609,0.2656280503,l,763.2242721,1442.429072,2272.082037,3637.706408,LL,11
l,0,al,27.23202155,0.037102862,p,455.4913665,1330.580742,2486.586536,3961.164283,LL,11
p,0,péccia,27.32292191,0.1446978535,e,551.0874735,1586.731048,2823.357116,3798.237968,LL,11
